Item_Identifier,Item_Weight,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,regular,Supermarket Type1,Supermarket Type2,Supermarket Type3,food,non-consumable
non-consumable,12.792854228644991,67.5142,OUT027,1,2,2306.997,37,2,0,0,0,1,0,1
food,17.5,264.891,OUT013,0,2,4996.829,35,1,0,1,0,0,1,0
drinks,10.5,185.624,OUT013,0,2,6897.688,35,1,0,1,0,0,0,0
non-consumable,16.75,192.3162,OUT017,1,1,2308.9944,15,1,0,1,0,0,0,1
food,8.935,52.6298,OUT045,1,1,808.947,20,1,0,1,0,0,1,0
food,12.792854228644991,183.795,OUT019,2,0,549.285,37,2,1,0,0,0,1,0
food,15.35,90.983,OUT035,2,1,1348.245,18,2,0,1,0,0,1,0
drinks,12.792854228644991,78.467,OUT019,2,0,229.701,37,2,0,0,0,0,0,0
food,15.85,178.037,OUT013,0,2,2646.555,35,2,0,1,0,0,1,0
food,6.215,36.4848,OUT045,1,1,447.4176,20,1,0,1,0,0,1,0
food,12.792854228644991,230.7352,OUT027,1,2,8474.3024,37,2,0,0,0,1,1,0
drinks,9.5,189.0872,OUT035,2,1,3970.8312,18,2,0,1,0,0,0,0
food,17.7,113.2834,OUT049,1,0,1727.751,23,0,0,1,0,0,1,0
non-consumable,19.2,129.731,OUT018,1,2,1298.31,13,1,0,0,1,0,0,1
food,8.05,112.1518,OUT046,2,0,1252.3698,25,0,1,1,0,0,1,0
food,14.7,49.4034,OUT010,1,2,194.4136,24,2,0,0,0,0,1,0
food,11.5,109.5254,OUT035,2,1,1627.881,18,1,1,1,0,0,1,0
non-consumable,19.85,49.0376,OUT017,1,1,143.8128,15,1,0,1,0,0,0,1
non-consumable,20.0,113.3544,OUT046,2,0,2572.6512,25,1,0,1,0,0,0,1
food,8.96,195.3768,OUT013,0,2,2759.0752,35,2,1,1,0,0,1,0
non-consumable,5.615,124.773,OUT049,1,0,2956.152,23,2,0,1,0,0,0,1
food,17.0,220.0114,OUT017,1,1,2217.114,15,1,0,1,0,0,1,0
non-consumable,5.82,171.479,OUT045,1,1,4074.696,20,2,0,1,0,0,0,1
food,12.792854228644991,219.8456,OUT027,1,2,1547.3192,37,2,1,0,0,1,1,0
food,19.1,212.8586,OUT010,1,2,422.1172,24,1,0,0,0,0,1,0
non-consumable,12.792854228644991,155.6656,OUT027,1,2,3243.7776,37,2,0,0,0,1,0,1
food,12.792854228644991,152.5682,OUT019,2,0,152.4682,37,2,0,0,0,0,1,0
non-consumable,9.695,159.1604,OUT010,1,2,633.8416,24,0,0,0,0,0,0,1
food,20.6,94.7778,OUT017,1,1,1314.2892,15,1,0,1,0,0,1,0
food,9.195,58.6246,OUT049,1,0,868.869,23,2,0,1,0,0,1,0
food,10.695,60.4536,OUT045,1,1,183.7608,20,1,0,1,0,0,1,0
food,15.75,195.8452,OUT035,2,1,4893.63,18,1,0,1,0,0,1,0
non-consumable,19.6,86.9514,OUT046,2,0,1416.8224,25,1,0,1,0,0,0,1
food,12.792854228644991,229.1326,OUT027,1,2,7393.0432,37,1,0,0,0,1,1,0
food,17.35,86.1856,OUT013,0,2,703.0848,35,1,1,1,0,0,1,0
food,9.3,182.3292,OUT010,1,2,182.4292,24,2,0,0,0,0,1,0
food,6.71,65.4142,OUT049,1,0,1516.0266,23,1,1,1,0,0,1,0
food,17.1,109.4886,OUT017,1,1,1667.829,15,2,0,1,0,0,1,0
food,5.175,105.9622,OUT045,1,1,1693.7952,20,1,1,1,0,0,1,0
drinks,12.65,159.6578,OUT018,1,2,962.7468,13,1,0,0,1,0,0,0
food,16.5,181.2292,OUT049,1,0,4195.8716,23,2,1,1,0,0,1,0
food,7.725,249.5092,OUT018,1,2,2241.0828,13,1,0,0,1,0,1,0
food,7.0,104.828,OUT045,1,1,1278.336,20,0,0,1,0,0,1,0
food,12.1,76.667,OUT049,1,0,1531.34,23,1,0,1,0,0,1,0
food,12.85,195.6768,OUT010,1,2,394.1536,24,1,0,0,0,0,1,0
food,17.75,142.4838,OUT035,2,1,1264.3542,18,1,1,1,0,0,1,0
food,12.792854228644991,175.0396,OUT027,1,2,4012.1108,37,2,1,0,0,1,1,0
non-consumable,20.25,182.5976,OUT013,0,2,3078.6592,35,1,0,1,0,0,0,1
food,12.792854228644991,214.756,OUT019,2,0,213.056,37,1,0,0,0,0,1,0
food,6.76,79.596,OUT046,2,0,1438.128,25,1,1,1,0,0,1,0
food,12.792854228644991,57.6588,OUT019,2,0,400.8116,37,1,1,0,0,0,1,0
drinks,14.15,82.4276,OUT018,1,2,1218.414,13,0,0,0,1,0,0,0
non-consumable,20.75,150.4734,OUT049,1,0,1187.7872,23,1,0,1,0,0,0,1
food,7.84,48.935,OUT046,2,0,798.96,25,0,1,1,0,0,1,0
drinks,19.6,56.6614,OUT017,1,1,1492.0578,15,1,0,1,0,0,0,0
non-consumable,10.5,169.8106,OUT010,1,2,171.1106,24,1,0,0,0,0,0,1
food,5.655,167.95,OUT010,1,2,166.45,24,0,0,0,0,0,1,0
food,12.5,83.6592,OUT049,1,0,1320.9472,23,2,1,1,0,0,1,0
food,10.195,44.6428,OUT035,2,1,615.1992,18,1,0,1,0,0,1,0
non-consumable,12.792854228644991,146.3786,OUT027,1,2,5056.751,37,1,0,0,0,1,0,1
food,6.135,151.7366,OUT035,2,1,3325.0052,18,2,1,1,0,0,1,0
food,9.1,124.6362,OUT035,2,1,2390.8878,18,0,0,1,0,0,1,0
non-consumable,14.6,241.2538,OUT018,1,2,5287.7836,13,1,0,0,1,0,0,1
non-consumable,20.7,151.4366,OUT046,2,0,1511.366,25,1,0,1,0,0,0,1
food,19.0,48.1718,OUT045,1,1,709.077,20,2,1,1,0,0,1,0
food,9.195,59.6246,OUT046,2,0,1100.5674,25,2,0,1,0,0,1,0
non-consumable,12.792854228644991,89.7514,OUT019,2,0,88.5514,37,2,0,0,0,0,0,1
food,6.425,115.5808,OUT035,2,1,3749.7856,18,1,0,1,0,0,1,0
food,12.15,34.0532,OUT010,1,2,179.766,24,2,0,0,0,0,1,0
non-consumable,17.0,125.2362,OUT049,1,0,1384.1982,23,2,0,1,0,0,0,1
food,12.792854228644991,59.8904,OUT027,1,2,1757.712,37,1,1,0,0,1,1,0
food,12.792854228644991,55.8614,OUT019,2,0,110.5228,37,2,1,0,0,0,1,0
non-consumable,12.792854228644991,152.0708,OUT027,1,2,2106.5912,37,1,0,0,0,1,0,1
food,9.0,55.0614,OUT013,0,2,442.0912,35,2,1,1,0,0,1,0
food,6.215,226.6062,OUT018,1,2,677.1186,13,1,1,0,1,0,1,0
non-consumable,7.475,154.2656,OUT010,1,2,308.9312,24,2,0,0,0,0,0,1
food,11.0,123.2046,OUT018,1,2,3237.1196,13,2,0,0,1,0,1,0
food,19.7,58.193,OUT049,1,0,848.895,23,1,0,1,0,0,1,0
drinks,18.75,97.6042,OUT013,0,2,1488.063,35,1,0,1,0,0,0,0
non-consumable,11.6,101.2042,OUT013,0,2,2281.6966,35,1,0,1,0,0,0,1
non-consumable,13.0,48.0034,OUT018,1,2,923.4646,13,1,0,0,1,0,0,1
non-consumable,7.285,174.7054,OUT049,1,0,6303.7944,23,1,0,1,0,0,0,1
food,12.792854228644991,145.4786,OUT027,1,2,5779.144,37,2,1,0,0,1,1,0
non-consumable,18.6,121.5414,OUT049,1,0,4020.7662,23,1,0,1,0,0,0,1
food,6.615,195.9426,OUT013,0,2,2570.6538,35,2,0,1,0,0,1,0
non-consumable,10.1,115.7492,OUT045,1,1,579.246,20,1,0,1,0,0,0,1
food,17.7,182.6266,OUT046,2,0,3504.1054,25,2,0,1,0,0,1,0
non-consumable,10.5,235.8248,OUT035,2,1,4266.4464,18,1,0,1,0,0,0,1
drinks,12.792854228644991,186.6924,OUT027,1,2,7033.5112,37,2,1,0,0,1,0,0
drinks,12.3,106.2938,OUT018,1,2,1715.1008,13,2,0,0,1,0,0,0
food,12.792854228644991,143.0812,OUT027,1,2,3704.5112,37,2,0,0,0,1,1,0
food,18.85,41.648,OUT013,0,2,759.012,35,1,0,1,0,0,1,0
food,7.485,108.7228,OUT017,1,1,1326.2736,15,2,0,1,0,0,1,0
food,14.3,210.1586,OUT010,1,2,422.1172,24,2,1,0,0,0,1,0
food,10.6,42.7454,OUT049,1,0,419.454,23,1,0,1,0,0,1,0
food,12.792854228644991,158.792,OUT027,1,2,4474.176,37,1,0,0,0,1,1,0
food,13.65,197.1426,OUT013,0,2,3954.852,35,2,1,1,0,0,1,0
food,12.792854228644991,85.354,OUT027,1,2,2077.296,37,1,1,0,0,1,1,0
food,13.65,98.87,OUT049,1,0,2197.14,23,1,1,1,0,0,1,0
food,6.445,94.4436,OUT013,0,2,1134.5232,35,1,0,1,0,0,1,0
non-consumable,8.895,111.9544,OUT035,2,1,1565.9616,18,1,0,1,0,0,0,1
food,16.7,110.1886,OUT049,1,0,1334.2632,23,1,0,1,0,0,1,0
food,6.115,89.6488,OUT046,2,0,1267.6832,25,1,1,1,0,0,1,0
food,11.3,96.9094,OUT010,1,2,190.4188,24,2,1,0,0,0,1,0
food,9.3,153.2314,OUT046,2,0,2326.971,25,1,1,1,0,0,1,0
non-consumable,7.725,123.0414,OUT049,1,0,1583.9382,23,1,0,1,0,0,0,1
food,18.0,145.3418,OUT049,1,0,882.8508,23,1,0,1,0,0,1,0
food,17.0,249.4434,OUT035,2,1,5960.2416,18,2,0,1,0,0,1,0
food,12.792854228644991,102.9332,OUT027,1,2,3691.1952,37,2,1,0,0,1,1,0
food,12.8,114.9492,OUT045,1,1,1737.738,20,1,0,1,0,0,1,0
food,15.85,38.8506,OUT035,2,1,341.5554,18,2,1,1,0,0,1,0
food,6.59,82.7908,OUT010,1,2,83.8908,24,0,0,0,0,0,1,0
drinks,6.11,43.0086,OUT049,1,0,713.7376,23,1,1,1,0,0,0,0
non-consumable,12.792854228644991,139.9154,OUT027,1,2,4963.539,37,1,0,0,0,1,0,1
food,9.5,170.1448,OUT045,1,1,1874.8928,20,1,1,1,0,0,1,0
food,17.6,163.7552,OUT049,1,0,1787.0072,23,1,0,1,0,0,1,0
food,20.0,43.5086,OUT035,2,1,401.4774,18,1,0,1,0,0,1,0
food,13.15,171.9764,OUT017,1,1,2404.8696,15,1,1,1,0,0,1,0
food,19.0,106.5622,OUT045,1,1,1482.0708,20,2,0,1,0,0,1,0
food,8.1,213.7902,OUT017,1,1,5946.9256,15,2,0,1,0,0,1,0
drinks,9.3,192.3846,OUT018,1,2,4586.0304,13,1,0,0,1,0,0,0
food,12.792854228644991,148.9392,OUT027,1,2,3728.48,37,1,0,0,0,1,1,0
drinks,13.5,187.0872,OUT018,1,2,3214.4824,13,2,0,0,1,0,0,0
food,7.725,248.3092,OUT013,0,2,6474.2392,35,1,0,1,0,0,1,0
food,12.792854228644991,115.3492,OUT027,1,2,3823.0236,37,1,0,0,0,1,1,0
non-consumable,5.485,165.7842,OUT010,1,2,165.7842,24,2,0,0,0,0,0,1
non-consumable,13.15,157.2604,OUT010,1,2,316.9208,24,0,0,0,0,0,0,1
food,7.26,118.415,OUT017,1,1,1747.725,15,1,0,1,0,0,1,0
food,10.5,213.7244,OUT049,1,0,4022.7636,23,2,1,1,0,0,1,0
drinks,19.5,232.4958,OUT035,2,1,2804.3496,18,2,1,1,0,0,0,0
food,12.792854228644991,143.5154,OUT019,2,0,567.2616,37,2,0,0,0,0,1,0
food,12.792854228644991,78.9986,OUT027,1,2,2259.0594,37,2,0,0,0,1,1,0
food,21.25,177.637,OUT045,1,1,2999.429,20,0,0,1,0,0,1,0
drinks,14.15,171.8106,OUT013,0,2,3935.5438,35,2,0,1,0,0,0,0
drinks,19.7,127.4362,OUT046,2,0,1510.0344,25,1,0,1,0,0,0,0
non-consumable,12.792854228644991,148.2734,OUT019,2,0,296.9468,37,1,0,0,0,0,0,1
food,13.8,89.9172,OUT013,0,2,1516.6924,35,1,1,1,0,0,1,0
food,18.35,94.0462,OUT035,2,1,555.2772,18,2,0,1,0,0,1,0
non-consumable,11.3,179.266,OUT045,1,1,5033.448,20,1,0,1,0,0,0,1
food,8.35,76.5354,OUT049,1,0,1655.1788,23,2,1,1,0,0,1,0
food,12.65,191.8846,OUT017,1,1,1146.5076,15,2,1,1,0,0,1,0
food,16.7,120.3782,OUT017,1,1,1668.4948,15,1,1,1,0,0,1,0
food,5.365,173.6764,OUT017,1,1,858.882,15,0,1,1,0,0,1,0
food,6.52,164.2842,OUT046,2,0,2818.3314,25,1,0,1,0,0,1,0
food,14.0,182.4634,OUT035,2,1,5452.902,18,1,0,1,0,0,1,0
food,6.575,146.0444,OUT013,0,2,2612.5992,35,2,1,1,0,0,1,0
non-consumable,15.35,124.373,OUT035,2,1,2093.941,18,1,0,1,0,0,0,1
food,6.985,183.7608,OUT013,0,2,2940.1728,35,0,1,1,0,0,1,0
non-consumable,10.8,186.6214,OUT013,0,2,2261.0568,35,1,0,1,0,0,0,1
non-consumable,14.85,254.3698,OUT035,2,1,4566.0564,18,1,0,1,0,0,0,1
food,12.792854228644991,152.7366,OUT027,1,2,1813.6392,37,2,1,0,0,1,1,0
food,14.85,120.8072,OUT046,2,0,4287.752,25,1,1,1,0,0,1,0
non-consumable,9.395,83.2908,OUT013,0,2,1258.362,35,1,0,1,0,0,0,1
food,13.5,179.6976,OUT017,1,1,1810.976,15,1,0,1,0,0,1,0
food,18.0,88.7514,OUT017,1,1,1062.6168,15,0,1,1,0,0,1,0
food,12.792854228644991,158.7946,OUT027,1,2,5522.811,37,0,1,0,0,1,1,0
non-consumable,20.0,111.0544,OUT018,1,2,894.8352,13,1,0,0,1,0,0,1
food,20.35,123.2072,OUT017,1,1,1225.072,15,0,0,1,0,0,1,0
drinks,8.785,156.4656,OUT035,2,1,2162.5184,18,1,0,1,0,0,0,0
non-consumable,12.792854228644991,35.4874,OUT027,1,2,1693.7952,37,1,0,0,0,1,0,1
food,7.1,171.708,OUT045,1,1,3115.944,20,2,0,1,0,0,1,0
food,14.85,140.9812,OUT017,1,1,3277.0676,15,2,0,1,0,0,1,0
food,11.3,259.1962,OUT018,1,2,5438.9202,13,2,1,0,1,0,1,0
food,20.25,196.7794,OUT045,1,1,2731.1116,20,2,1,1,0,0,1,0
food,12.792854228644991,250.9092,OUT027,1,2,8217.3036,37,1,1,0,0,1,1,0
food,12.792854228644991,186.6582,OUT027,1,2,3715.164,37,1,0,0,0,1,1,0
food,5.48,83.325,OUT010,1,2,416.125,24,1,0,0,0,0,1,0
food,11.0,241.7512,OUT046,2,0,3635.268,25,1,1,1,0,0,1,0
drinks,14.1,231.9668,OUT049,1,0,1842.9344,23,1,0,1,0,0,0,0
non-consumable,12.792854228644991,40.548,OUT019,2,0,39.948,37,1,0,0,0,0,0,1
food,6.61,186.0898,OUT035,2,1,2619.2572,18,1,1,1,0,0,1,0
food,5.94,177.9344,OUT035,2,1,4460.86,18,1,0,1,0,0,1,0
food,7.975,83.125,OUT017,1,1,2579.975,15,1,0,1,0,0,1,0
non-consumable,12.65,112.5202,OUT046,2,0,787.6414,25,1,0,1,0,0,0,1
non-consumable,11.15,166.3526,OUT049,1,0,986.7156,23,1,0,1,0,0,0,1
non-consumable,6.825,262.7226,OUT010,1,2,264.3226,24,2,0,0,0,0,0,1
non-consumable,8.18,142.6154,OUT046,2,0,709.077,25,1,0,1,0,0,0,1
food,17.6,160.4552,OUT017,1,1,2599.2832,15,1,0,1,0,0,1,0
food,15.75,194.3452,OUT049,1,0,2740.4328,23,1,0,1,0,0,1,0
food,12.15,211.8928,OUT046,2,0,5890.9984,25,1,0,1,0,0,1,0
food,9.3,197.6084,OUT010,1,2,595.2252,24,1,1,0,0,0,1,0
food,13.5,78.796,OUT018,1,2,239.688,13,1,1,0,1,0,1,0
food,9.695,246.0144,OUT035,2,1,4165.2448,18,1,1,1,0,0,1,0
food,12.792854228644991,88.383,OUT027,1,2,2067.309,37,1,1,0,0,1,1,0
food,20.5,192.2478,OUT046,2,0,3874.956,25,2,1,1,0,0,1,0
food,14.85,262.591,OUT046,2,0,4996.829,25,1,1,1,0,0,1,0
non-consumable,13.0,256.1014,OUT013,0,2,2550.014,35,1,0,1,0,0,0,1
food,7.075,95.7068,OUT013,0,2,583.2408,35,1,0,1,0,0,1,0
food,17.85,125.1388,OUT035,2,1,1981.4208,18,1,1,1,0,0,1,0
drinks,10.6,232.4642,OUT010,1,2,697.0926,24,2,0,0,0,0,0,0
food,9.695,175.137,OUT018,1,2,3705.177,13,1,1,0,1,0,1,0
non-consumable,12.65,108.0938,OUT018,1,2,1607.907,13,1,0,0,1,0,0,1
non-consumable,5.945,127.9652,OUT010,1,2,645.826,24,0,0,0,0,0,0,1
food,17.5,141.418,OUT045,1,1,1957.452,20,1,0,1,0,0,1,0
non-consumable,7.39,143.847,OUT017,1,1,4866.998,15,2,0,1,0,0,0,1
food,9.8,177.937,OUT010,1,2,176.437,24,0,0,0,0,0,1,0
food,11.8,40.6138,OUT013,0,2,406.138,35,1,1,1,0,0,1,0
drinks,8.895,235.5616,OUT010,1,2,468.7232,24,2,0,0,0,0,0,0
drinks,11.8,186.8924,OUT049,1,0,2961.4784,23,2,0,1,0,0,0,0
food,12.792854228644991,213.356,OUT027,1,2,6817.792,37,2,1,0,0,1,1,0
food,17.25,41.248,OUT046,2,0,679.116,25,2,1,1,0,0,1,0
food,11.35,168.379,OUT017,1,1,3225.801,15,1,1,1,0,0,1,0
food,19.25,54.3956,OUT045,1,1,873.5296,20,2,0,1,0,0,1,0
food,19.7,198.411,OUT017,1,1,2553.343,15,2,1,1,0,0,1,0
non-consumable,14.0,40.2454,OUT049,1,0,922.7988,23,1,0,1,0,0,0,1
food,8.355,146.4418,OUT017,1,1,3089.9778,15,0,0,1,0,0,1,0
food,15.1,62.3194,OUT049,1,0,495.3552,23,2,1,1,0,0,1,0
food,12.1,77.367,OUT045,1,1,612.536,20,1,0,1,0,0,1,0
food,8.185,48.6692,OUT045,1,1,1182.4608,20,1,0,1,0,0,1,0
food,15.5,49.0692,OUT013,0,2,295.6152,35,2,1,1,0,0,1,0
food,14.0,144.2812,OUT046,2,0,4844.3608,25,2,1,1,0,0,1,0
non-consumable,18.0,129.3994,OUT035,2,1,3340.9844,18,1,0,1,0,0,0,1
drinks,9.6,166.5158,OUT049,1,0,3509.4318,23,1,0,1,0,0,0,0
food,12.792854228644991,177.7712,OUT027,1,2,4921.5936,37,2,0,0,0,1,1,0
food,9.6,244.117,OUT013,0,2,5346.374,35,1,0,1,0,0,1,0
food,12.792854228644991,107.8254,OUT027,1,2,2387.5588,37,1,0,0,0,1,1,0
food,16.7,114.7176,OUT017,1,1,2404.8696,15,1,1,1,0,0,1,0
food,9.3,144.9786,OUT049,1,0,1011.3502,23,2,0,1,0,0,1,0
food,8.1,210.9902,OUT035,2,1,6371.706,18,2,0,1,0,0,1,0
non-consumable,19.1,172.4422,OUT017,1,1,1551.9798,15,0,0,1,0,0,0,1
non-consumable,8.88,208.527,OUT018,1,2,3145.905,13,2,0,0,1,0,0,1
food,6.825,153.7998,OUT017,1,1,922.7988,15,1,1,1,0,0,1,0
food,11.5,194.782,OUT035,2,1,3475.476,18,1,1,1,0,0,1,0
food,7.075,98.8068,OUT017,1,1,2527.3768,15,1,0,1,0,0,1,0
non-consumable,20.7,151.7366,OUT017,1,1,604.5464,15,1,0,1,0,0,0,1
food,7.895,56.7588,OUT049,1,0,343.5528,23,1,1,1,0,0,1,0
non-consumable,6.86,229.601,OUT018,1,2,2526.711,13,1,0,0,1,0,0,1
food,9.6,187.1872,OUT013,0,2,3214.4824,35,1,1,1,0,0,1,0
non-consumable,12.1,172.1106,OUT046,2,0,3422.212,25,2,0,1,0,0,0,1
food,11.1,151.8366,OUT013,0,2,1057.9562,35,1,0,1,0,0,1,0
drinks,9.5,190.9872,OUT045,1,1,3025.3952,20,1,0,1,0,0,0,0
food,21.0,193.0478,OUT049,1,0,1549.9824,23,1,0,1,0,0,1,0
food,5.46,144.9786,OUT046,2,0,2022.7004,25,2,1,1,0,0,1,0
food,12.792854228644991,225.3062,OUT019,2,0,677.1186,37,2,1,0,0,0,1,0
non-consumable,17.6,236.259,OUT013,0,2,4727.18,35,1,0,1,0,0,0,1
non-consumable,20.35,75.8328,OUT045,1,1,154.4656,20,1,0,1,0,0,0,1
non-consumable,7.39,249.5066,OUT049,1,0,4267.1122,23,2,0,1,0,0,0,1
food,12.792854228644991,92.9804,OUT019,2,0,183.7608,37,2,1,0,0,0,1,0
food,9.195,160.2578,OUT013,0,2,4492.8184,35,2,1,1,0,0,1,0
non-consumable,17.1,166.2842,OUT035,2,1,4807.7418,18,1,0,1,0,0,0,1
food,13.0,59.322,OUT018,1,2,539.298,13,1,1,0,1,0,1,0
food,15.5,107.2938,OUT049,1,0,2143.876,23,1,0,1,0,0,1,0
non-consumable,8.695,94.8094,OUT018,1,2,1428.141,13,2,0,0,1,0,0,1
food,12.792854228644991,107.8254,OUT027,1,2,1410.8302,37,1,1,0,0,1,1,0
non-consumable,7.5,55.3588,OUT046,2,0,1030.6584,25,2,0,1,0,0,0,1
food,7.485,112.1228,OUT018,1,2,1105.228,13,2,0,0,1,0,1,0
non-consumable,9.8,194.3478,OUT045,1,1,4649.9472,20,2,0,1,0,0,0,1
non-consumable,11.395,150.8708,OUT045,1,1,4363.6532,20,1,0,1,0,0,0,1
non-consumable,20.7,76.7354,OUT035,2,1,2482.7682,18,1,0,1,0,0,0,1
food,16.2,96.3726,OUT049,1,0,2740.4328,23,1,1,1,0,0,1,0
food,12.792854228644991,225.9062,OUT019,2,0,451.4124,37,1,1,0,0,0,1,0
drinks,13.15,144.2812,OUT046,2,0,1282.3308,25,1,0,1,0,0,0,0
food,21.25,182.3608,OUT046,2,0,551.2824,25,1,0,1,0,0,1,0
food,13.15,84.3566,OUT045,1,1,761.0094,20,1,0,1,0,0,1,0
non-consumable,19.6,89.2514,OUT045,1,1,1416.8224,20,1,0,1,0,0,0,1
food,12.6,208.7612,OUT017,1,1,5226.53,15,2,0,1,0,0,1,0
food,12.8,181.7608,OUT017,1,1,4961.5416,15,2,1,1,0,0,1,0
food,7.285,155.1288,OUT017,1,1,1414.1592,15,1,0,1,0,0,1,0
non-consumable,13.1,190.253,OUT017,1,1,4174.566,15,1,0,1,0,0,0,1
food,8.63,114.6518,OUT045,1,1,2846.295,20,1,1,1,0,0,1,0
food,10.195,141.5838,OUT017,1,1,1685.8056,15,0,1,1,0,0,1,0
food,16.85,110.0544,OUT049,1,0,2572.6512,23,1,1,1,0,0,1,0
food,9.3,193.0136,OUT049,1,0,4860.34,23,1,0,1,0,0,1,0
food,15.85,36.7506,OUT018,1,2,531.3084,13,2,1,0,1,0,1,0
non-consumable,5.485,163.7842,OUT045,1,1,1657.842,20,1,0,1,0,0,0,1
food,18.25,162.8894,OUT013,0,2,3397.5774,35,1,0,1,0,0,1,0
food,12.6,208.9612,OUT013,0,2,4181.224,35,2,0,1,0,0,1,0
drinks,12.792854228644991,197.8768,OUT019,2,0,197.0768,37,0,0,0,0,0,0,0
food,12.85,38.1164,OUT045,1,1,656.4788,20,2,0,1,0,0,1,0
drinks,6.13,59.4536,OUT035,2,1,2021.3688,18,2,0,1,0,0,0,0
food,12.792854228644991,159.1578,OUT019,2,0,160.4578,37,1,1,0,0,0,1,0
drinks,5.655,145.0102,OUT013,0,2,1895.5326,35,0,0,1,0,0,0,0
non-consumable,11.1,119.1124,OUT046,2,0,1303.6364,25,1,0,1,0,0,0,1
food,11.6,223.0404,OUT018,1,2,1125.202,13,1,1,0,1,0,1,0
food,16.0,87.0856,OUT049,1,0,527.3136,23,2,1,1,0,0,1,0
food,12.15,34.6532,OUT049,1,0,719.064,23,1,0,1,0,0,1,0
food,6.55,158.8288,OUT018,1,2,4399.6064,13,1,1,0,1,0,1,0
food,9.6,244.417,OUT046,2,0,1944.136,25,1,0,1,0,0,1,0
non-consumable,19.1,43.0796,OUT018,1,2,619.194,13,2,0,0,1,0,0,1
food,14.0,143.0786,OUT013,0,2,3178.5292,35,1,1,1,0,0,1,0
food,14.85,160.9578,OUT035,2,1,2246.4092,18,1,1,1,0,0,1,0
food,4.92,198.8084,OUT013,0,2,2976.126,35,1,0,1,0,0,1,0
food,13.5,182.4976,OUT045,1,1,1629.8784,20,1,0,1,0,0,1,0
food,15.7,169.279,OUT045,1,1,3735.138,20,1,1,1,0,0,1,0
non-consumable,8.97,55.2956,OUT035,2,1,873.5296,18,2,0,1,0,0,0,1
drinks,15.35,91.812,OUT046,2,0,1771.028,25,2,0,1,0,0,0,0
food,12.792854228644991,41.2454,OUT027,1,2,1342.2528,37,1,1,0,0,1,1,0
food,12.792854228644991,72.5038,OUT027,1,2,2512.7292,37,1,1,0,0,1,1,0
food,17.7,184.0266,OUT017,1,1,2397.5458,15,2,0,1,0,0,1,0
non-consumable,6.36,163.3526,OUT035,2,1,2631.2416,18,1,0,1,0,0,0,1
food,12.792854228644991,225.3062,OUT027,1,2,4288.4178,37,1,0,0,0,1,1,0
food,12.792854228644991,142.9154,OUT019,2,0,141.8154,37,0,0,0,0,0,1,0
food,8.235,149.3076,OUT046,2,0,2808.3444,25,2,0,1,0,0,1,0
non-consumable,12.35,34.8216,OUT049,1,0,311.5944,23,1,0,1,0,0,0,1
non-consumable,18.0,158.9604,OUT046,2,0,1584.604,25,1,0,1,0,0,0,1
food,20.0,43.1086,OUT010,1,2,89.2172,24,1,0,0,0,0,1,0
food,6.055,159.692,OUT018,1,2,5592.72,13,1,0,0,1,0,1,0
food,6.63,166.85,OUT010,1,2,499.35,24,0,1,0,0,0,1,0
food,12.792854228644991,158.9604,OUT027,1,2,4436.8912,37,0,0,0,0,1,1,0
food,8.3,87.1198,OUT018,1,2,959.4178,13,1,1,0,1,0,1,0
food,20.25,193.8162,OUT013,0,2,3463.4916,35,1,1,1,0,0,1,0
food,8.6,191.453,OUT049,1,0,1707.777,23,1,1,1,0,0,1,0
non-consumable,19.5,55.4614,OUT017,1,1,552.614,15,1,0,1,0,0,0,1
food,5.095,141.6838,OUT045,1,1,3231.1274,20,2,1,1,0,0,1,0
food,11.0,119.9756,OUT017,1,1,1938.8096,15,1,0,1,0,0,1,0
food,18.25,260.5962,OUT049,1,0,3884.943,23,2,0,1,0,0,1,0
food,20.0,43.4086,OUT018,1,2,401.4774,13,1,0,0,1,0,1,0
food,12.792854228644991,109.5228,OUT027,1,2,3757.7752,37,2,0,0,0,1,1,0
food,12.792854228644991,131.4968,OUT027,1,2,1565.9616,37,2,1,0,0,1,1,0
food,7.5,239.6906,OUT017,1,1,2614.5966,15,1,0,1,0,0,1,0
food,7.22,62.951,OUT018,1,2,1138.518,13,1,1,0,1,0,1,0
food,12.0,98.6042,OUT046,2,0,1091.2462,25,1,1,1,0,0,1,0
food,12.15,123.5046,OUT017,1,1,1743.0644,15,1,1,1,0,0,1,0
food,11.6,223.1404,OUT017,1,1,5175.9292,15,1,1,1,0,0,1,0
food,8.315,144.4444,OUT046,2,0,2902.888,25,1,1,1,0,0,1,0
food,12.15,183.695,OUT049,1,0,2929.52,23,1,1,1,0,0,1,0
food,5.905,222.1456,OUT049,1,0,5747.1856,23,1,0,1,0,0,1,0
drinks,8.575,105.828,OUT045,1,1,958.752,20,1,0,1,0,0,0,0
food,17.35,147.905,OUT049,1,0,2247.075,23,0,1,1,0,0,1,0
non-consumable,18.6,123.1414,OUT035,2,1,2314.9866,18,1,0,1,0,0,0,1
non-consumable,12.792854228644991,34.8558,OUT027,1,2,441.4254,37,2,0,0,0,1,0,1
food,15.1,133.4942,OUT045,1,1,1457.4362,20,2,1,1,0,0,1,0
food,12.792854228644991,167.5158,OUT027,1,2,4345.0108,37,1,0,0,0,1,1,0
